Total unique genes matched: 23
Unique genes (alphabetical order):
ace2 (2541661)
cdc7 (2540660)
cnd1 (2541201)
cog6 (2541207)
gga22 (2540570)
hsk1 (2541165)
kgd2 (2541170)
lcl3 (2540556)
mcs6 (2540471)
med8 (2540761)
meu22 (2540779)
nup189 (2541547)
plh1 (2541187)
pmh1 (2540684)
ppk24 (2540596)
rpl2801 (2541130)
rps401 (2540649)
rtc5 (2540756)
spn7 (2540413)
thi1 (2541581)
trs120 (2542375)
tsr401 (2540619)
yap18 (2540702)

Unique genes matched on chromosome NC_001133.9: 3
Unique genes matched on chromosome NC_001134.8: 5
Unique genes matched on chromosome NC_001135.5: 5
Unique genes matched on chromosome NC_001136.10: 11
Unique genes matched on chromosome NC_001137.3: 4
Unique genes matched on chromosome NC_001138.5: 4
Unique genes matched on chromosome NC_001139.9: 10
Unique genes matched on chromosome NC_001140.6: 8
Unique genes matched on chromosome NC_001141.2: 1
Unique genes matched on chromosome NC_001142.9: 5
Unique genes matched on chromosome NC_001143.9: 6
Unique genes matched on chromosome NC_001144.5: 7
Unique genes matched on chromosome NC_001145.3: 5
Unique genes matched on chromosome NC_001146.8: 8
Unique genes matched on chromosome NC_001147.6: 8
Unique genes matched on chromosome NC_001148.4: 5

Chromosome                                        Gene ID                                           Gene Name                                         Start                                             End                                               Transcript ID                                     Score                                             E-value                                           Identities                                        Length                                            QLength                                           Query                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Coverage
NC_001147.6                                       854285                                            RTC5                                              546857                                            548560                                            NM_001183537.1                                    81                                                9.00e-17                                          86/337                                            1704                                              511                                               Query= 2540756|NP_596336.1|chromosome II|rtc5|1|3216255|3219311|N/A|511|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[190, 505, '86/337 (26%)', '147/337 (44%)', 81.3, '9e-17']]
NC_001140.6                                       856425                                            SLT2                                              168890                                            170344                                            NM_001179160.1                                    72                                                3.00e-14                                          72/299                                            1455                                              507                                               Query= 2541165|NP_596328.1|chromosome II|hsk1|-1|3197059|3199200|N/A|507|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[184, 476, '72/299 (24%)', '118/299 (39%)', 72.8, '3e-14']]
NC_001136.10                                      852088                                            SNF1                                              1412373                                           1414274                                           NM_001180785.3                                    73                                                4.00e-14                                          66/244                                            1902                                              507                                               Query= 2541165|NP_596328.1|chromosome II|hsk1|-1|3197059|3199200|N/A|507|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[91, 328, '66/244 (27%)', '105/244 (43%)', 73.2, '4e-14']]
NC_001148.4                                       856167                                            SMK1                                              666280                                            667446                                            NM_001184151.1                                    69                                                3.00e-13                                          65/290                                            1167                                              507                                               Query= 2541165|NP_596328.1|chromosome II|hsk1|-1|3197059|3199200|N/A|507|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[203, 488, '65/290 (22%)', '114/290 (39%)', 69.3, '3e-13']]
NC_001145.3                                       855170                                            RIM11                                             546125                                            547237                                            NM_001182641.1                                    64                                                8.00e-12                                          89/382                                            1113                                              507                                               Query= 2541165|NP_596328.1|chromosome II|hsk1|-1|3197059|3199200|N/A|507|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[101, 470, '89/382 (23%)', '154/382 (40%)', 64.7, '8e-12']]
NC_001139.9                                       852775                                            RPL28                                             310967                                            311927                                            NM_001180968.1                                    161                                               2.00e-52                                          97/149                                            450                                               148                                               Query= 2541130|NP_596326.1|chromosome II|rpl2801|1|3196462|3197058|N/A|148|No description available                                                                                                                                                                                                                                                                                                                                                                                                                 [[1, 148, '97/149 (65%)', '119/149 (80%)', 161.0, '2e-52']]
NC_001146.8                                       855687                                            COG6                                              549468                                            551987                                            NM_001182880.1                                    76                                                7.00e-15                                          85/330                                            2520                                              675                                               Query= 2541207|NP_596325.1|chromosome II|cog6|-1|3193252|3195692|N/A|675|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[151, 458, '85/330 (26%)', '156/330 (47%)', 76.6, '7e-15']]
NC_001134.8                                       852492                                            MED8                                              609082                                            609753                                            NM_001178541.3                                    76                                                7.00e-18                                          58/191                                            672                                               200                                               Query= 2540761|NP_596338.1|chromosome II|med8|1|3219404|3222151|N/A|200|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[11, 200, '58/191 (30%)', '100/191 (52%)', 76.6, '7e-18']]
NC_001133.9                                       851274                                            CDC15                                             172211                                            175135                                            NM_001178218.2                                    203                                               3.00e-54                                          116/271                                           2925                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[11, 280, '116/271 (43%)', '166/271 (61%)', 203.0, '3e-54']]
NC_001142.9                                       853350                                            BCK1                                              247255                                            251691                                            NM_001181528.1                                    192                                               2.00e-50                                          106/291                                           4437                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[12, 287, '106/291 (36%)', '177/291 (61%)', 192.0, '2e-50']]
NC_001144.5                                       851076                                            STE11                                             849866                                            852019                                            NM_001182251.1                                    183                                               2.00e-48                                          87/212                                            2154                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[53, 259, '87/212 (41%)', '129/212 (61%)', 183.0, '2e-48']]
NC_001140.6                                       856502                                            KIC1                                              316572                                            319814                                            NM_001179232.1                                    180                                               1.00e-46                                          102/252                                           3243                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[13, 259, '102/252 (40%)', '148/252 (59%)', 180.0, '1e-46']]
NC_001135.5                                       850436                                            SSK22                                             242588                                            246583                                            NM_001178783.1                                    177                                               1.00e-45                                          103/273                                           3996                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[15, 260, '103/273 (38%)', '158/273 (58%)', 177.0, '1e-45']]
NC_001136.10                                      852135                                            SPS1                                              1485566                                           1487038                                           NM_001180831.1                                    162                                               5.00e-43                                          109/313                                           1473                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[10, 317, '109/313 (35%)', '158/313 (50%)', 162.0, '5e-43']]
NC_001146.8                                       855765                                            SSK2                                              680694                                            685433                                            NM_001183208.1                                    168                                               1.00e-42                                          104/291                                           4740                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[15, 260, '104/291 (36%)', '156/291 (54%)', 168.0, '1e-42']]
NC_001140.6                                       856382                                            STE20                                             95118                                             97937                                             NM_001179087.1                                    160                                               2.00e-40                                          93/249                                            2820                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[15, 259, '93/249 (37%)', '138/249 (55%)', 160.0, '2e-40']]
NC_001147.6                                       854036                                            SKM1                                              104326                                            106293                                            NM_001183367.1                                    142                                               2.00e-35                                          97/277                                            1968                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[16, 261, '97/277 (35%)', '143/277 (52%)', 142.0, '2e-35']]
NC_001146.8                                       855418                                            CLA4                                              68915                                             71443                                             NM_001183136.1                                    137                                               1.00e-33                                          76/213                                            2529                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[56, 256, '76/213 (36%)', '116/213 (54%)', 137.0, '1e-33']]
NC_001148.4                                       855963                                            MKK2                                              287514                                            289034                                            NM_001183954.1                                    131                                               2.00e-32                                          94/271                                            1521                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[10, 260, '94/271 (35%)', '144/271 (53%)', 131.0, '2e-32']]
NC_001138.5                                       850568                                            CMK1                                              172537                                            173877                                            NM_001179979.2                                    127                                               2.00e-31                                          88/306                                            1341                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[4, 292, '88/306 (29%)', '144/306 (47%)', 127.0, '2e-31']]
NC_001148.4                                       855898                                            TPK2                                              166256                                            167398                                            NM_001184017.1                                    125                                               3.00e-31                                          72/250                                            1143                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[14, 258, '72/250 (29%)', '131/250 (52%)', 125.0, '3e-31']]
NC_001136.10                                      852119                                            GIN4                                              1462358                                           1465786                                           NM_001180815.3                                    130                                               5.00e-31                                          88/270                                            3429                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[11, 257, '88/270 (33%)', '139/270 (51%)', 130.0, '5e-31']]
NC_001147.6                                       854406                                            MKK1                                              772601                                            774127                                            NM_001183650.1                                    126                                               6.00e-31                                          94/272                                            1527                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[10, 259, '94/272 (35%)', '144/272 (53%)', 126.0, '6e-31']]
NC_001148.4                                       855892                                            IPL1                                              156490                                            157593                                            NM_001184023.1                                    122                                               1.00e-30                                          63/213                                            1104                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[53, 263, '63/213 (30%)', '115/213 (54%)', 122.0, '1e-30']]
NC_001148.4                                       856076                                            PHO85                                             492018                                            493037                                            NM_001183845.1                                    115                                               2.00e-28                                          91/293                                            918                                               1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[15, 258, '91/293 (31%)', '140/293 (48%)', 115.0, '2e-28']]
NC_001147.6                                       854144                                            CMK2                                              294777                                            296120                                            NM_001183270.1                                    116                                               5.00e-28                                          84/307                                            1344                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[4, 283, '84/307 (27%)', '140/307 (46%)', 116.0, '5e-28']]
NC_001135.5                                       850334                                            KCC4                                              79162                                             82275                                             NM_001178670.1                                    120                                               6.00e-28                                          92/285                                            3114                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[11, 279, '92/285 (32%)', '145/285 (51%)', 120.0, '6e-28']]
NC_001142.9                                       853313                                            PBS2                                              178097                                            180103                                            NM_001181561.2                                    118                                               9.00e-28                                          93/278                                            2007                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[3, 260, '93/278 (33%)', '141/278 (51%)', 118.0, '9e-28']]
NC_001148.4                                       855950                                            RAD53                                             261727                                            264192                                            NM_001183967.1                                    117                                               2.00e-27                                          80/277                                            2466                                              1062                                              Query= 2540660|NP_596340.1|chromosome II|cdc7|-1|3222350|3226504|N/A|1062|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[11, 267, '80/277 (29%)', '138/277 (50%)', 117.0, '2e-27']]
