Total unique genes matched: 15
Unique genes (alphabetical order):
CAALFM_C700330CA (3638042)
CAALFM_C700340CA (3638040)
CAALFM_C700380WA (3638036)
CAALFM_C700410CA (3638033)
CAALFM_C700420CA (3638032)
CAALFM_C700430WA (3637993)
CAALFM_C700450CA (3637991)
CAALFM_C700460WA (3637990)
CAALFM_C700490CA (3637986)
CAALFM_C700500WA (3637987)
DCC1 (3638037)
GBP2 (3637992)
LEU2_custom (3638034)
PEL1 (3637989)
SPL1 (3638035)

Unique genes matched on chromosome NC_001134.8: 3
Unique genes matched on chromosome NC_001135.5: 9
Unique genes matched on chromosome NC_001137.3: 1
Unique genes matched on chromosome NC_001139.9: 3
Unique genes matched on chromosome NC_001141.2: 2
Unique genes matched on chromosome NC_001142.9: 1
Unique genes matched on chromosome NC_001143.9: 2
Unique genes matched on chromosome NC_001144.5: 2
Unique genes matched on chromosome NC_001145.3: 1
Unique genes matched on chromosome NC_001146.8: 4
Unique genes matched on chromosome NC_001147.6: 3
Unique genes matched on chromosome NC_001148.4: 1

Chromosome                                        Gene ID                                           Gene Name                                         Start                                             End                                               Transcript ID                                     Score                                             E-value                                           Identities                                        Length                                            QLength                                           Query                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Coverage
NC_001135.5                                       850343                                            NFS1                                              92777                                             94270                                             NM_001178664.1                                    606                                               0.0                                               321/415                                           1494                                              488                                               Query= 3638035|XP_720372.1|chromosome NC_032095.1|SPL1|1|62477|63943|N/A|488|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[74, 488, '321/415 (77%)', '369/415 (89%)', 606.0, '0.0']]
NC_001137.3                                       856712                                            YEA6                                              144327                                            145334                                            NM_001178821.1                                    70                                                1.00e-14                                          73/292                                            1008                                              272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[11, 267, '73/292 (25%)', '124/292 (42%)', 70.9, '1e-14'], [72, 243, '51/185 (28%)', '89/185 (48%)', 62.4, '8e-12']]
NC_001141.2                                       854811                                            YIA6                                              344062                                            345183                                            NM_001179356.1                                    68                                                9.00e-14                                          75/293                                            1122                                              272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[11, 272, '75/293 (26%)', '121/293 (41%)', 68.6, '9e-14']]
NC_001147.6                                       854297                                            ORT1                                              569929                                            570807                                            NM_001183549.4                                    65                                                5.00e-13                                          58/256                                            879                                               272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[9, 241, '58/256 (23%)', '116/256 (45%)', 65.9, '5e-13']]
NC_001143.9                                       853739                                            OAC1                                              217344                                            218318                                            NM_001179686.1                                    63                                                4.00e-12                                          78/282                                            975                                               272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[7, 249, '78/282 (28%)', '119/282 (42%)', 63.5, '4e-12']]
NC_001137.3                                       856779                                            PIC2                                              258737                                            259639                                            NM_001178944.3                                    60                                                3.00e-11                                          63/255                                            903                                               272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[14, 244, '63/255 (25%)', '113/255 (44%)', 60.5, '3e-11']]
NC_001134.8                                       852491                                            RIM2                                              607652                                            608785                                            NM_001178540.1                                    60                                                4.00e-11                                          59/254                                            1134                                              272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[38, 262, '59/254 (23%)', '113/254 (44%)', 60.5, '4e-11']]
NC_001135.5                                       850344                                            DCC1                                              94621                                             95763                                             NM_001178663.1                                    162                                               3.00e-47                                          106/360                                           1143                                              339                                               Query= 3638037|XP_720374.1|chromosome NC_032095.1|DCC1|1|60278|61297|N/A|339|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[20, 331, '106/360 (29%)', '183/360 (51%)', 162.0, '3e-47']]
NC_001139.9                                       852610                                            KAP114                                            45445                                             48459                                             NM_001181107.1                                    397                                               5.00e-123                                         320/1023                                          3015                                              971                                               Query= 3638040|XP_720377.1|chromosome NC_032095.1|CAALFM_C700340CA|-1|52950|55865|N/A|971|No description available                                                                                                                                                                                                                                                                                                                                                                                                  [[6, 970, '320/1023 (31%)', '530/1023 (52%)', 397.0, '5e-123']]
NC_001139.9                                       852707                                            SUA5                                              186059                                            187339                                            NM_001181034.1                                    411                                               4.00e-143                                         236/407                                           1281                                              382                                               Query= 3638042|XP_720379.1|chromosome NC_032095.1|CAALFM_C700330CA|-1|51706|52854|N/A|382|No description available                                                                                                                                                                                                                                                                                                                                                                                                  [[12, 373, '236/407 (58%)', '277/407 (68%)', 411.0, '4e-143']]
NC_001135.5                                       850342                                            LEU2                                              91324                                             92418                                             NM_001178665.1                                    531                                               0.0                                               282/364                                           1095                                              373                                               Query= 3638034|XP_720371.1|chromosome NC_032095.1|LEU2|1|64157|65278|N/A|373|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[6, 369, '282/364 (77%)', '318/364 (87%)', 531.0, '0.0']]
NC_001141.2                                       854714                                            LYS12                                             186517                                            187632                                            NM_001179442.1                                    108                                               4.00e-27                                          111/370                                           1116                                              373                                               Query= 3638034|XP_720371.1|chromosome NC_032095.1|LEU2|1|64157|65278|N/A|373|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[4, 361, '111/370 (30%)', '184/370 (50%)', 108.0, '4e-27']]
NC_001147.6                                       854303                                            IDH2                                              580250                                            581359                                            NM_001183555.1                                    79                                                8.00e-17                                          95/360                                            1110                                              373                                               Query= 3638034|XP_720371.1|chromosome NC_032095.1|LEU2|1|64157|65278|N/A|373|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[7, 361, '95/360 (26%)', '160/360 (44%)', 79.0, '8e-17']]
NC_001146.8                                       855691                                            IDH1                                              557920                                            559002                                            NM_001182876.1                                    67                                                6.00e-13                                          93/365                                            1083                                              373                                               Query= 3638034|XP_720371.1|chromosome NC_032095.1|LEU2|1|64157|65278|N/A|373|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[7, 361, '93/365 (25%)', '162/365 (44%)', 67.4, '6e-13']]
NC_001135.5                                       850345                                            BUD3                                              96281                                             101191                                            NM_001178662.1                                    349                                               7.00e-101                                         249/691                                           4911                                              1147                                              Query= 3638033|XP_720370.1|chromosome NC_032095.1|CAALFM_C700410CA|-1|65302|68745|N/A|1147|No description available                                                                                                                                                                                                                                                                                                                                                                                                 [[20, 681, '249/691 (36%)', '382/691 (55%)', 349.0, '7e-101']]
NC_001135.5                                       2746859                                           YCL012C                                           101317                                            101788                                            NM_001184672.1                                    74                                                2.00e-18                                          45/110                                            405                                               153                                               Query= 3638032|XP_720369.1|chromosome NC_032095.1|CAALFM_C700420CA|-1|69077|69538|N/A|153|No description available                                                                                                                                                                                                                                                                                                                                                                                                  [[48, 153, '45/110 (41%)', '65/110 (59%)', 74.7, '2e-18']]
NC_001147.6                                       854013                                            FRE7                                              40748                                             42610                                             NM_001183406.1                                    331                                               2.00e-106                                         213/625                                           1863                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|CAALFM_C700430WA|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[9, 586, '213/625 (34%)', '340/625 (54%)', 331.0, '2e-106']]
NC_001144.5                                       850911                                            FRE1                                              568567                                            570627                                            NM_001182101.1                                    90                                                2.00e-19                                          94/359                                            2061                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|CAALFM_C700430WA|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[130, 471, '94/359 (26%)', '159/359 (44%)', 90.5, '2e-19']]
NC_001147.6                                       854566                                            FRE5                                              1061564                                           1063648                                           NM_001183804.1                                    89                                                5.00e-19                                          112/432                                           2085                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|CAALFM_C700430WA|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[146, 555, '112/432 (26%)', '193/432 (45%)', 89.0, '5e-19']]
NC_001144.5                                       850675                                            FRE6                                              37333                                             39471                                             NM_001181871.1                                    87                                                2.00e-18                                          100/428                                           2139                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|CAALFM_C700430WA|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[146, 559, '100/428 (23%)', '203/428 (47%)', 87.0, '2e-18']]
NC_001147.6                                       854563                                            FRE3                                              1055545                                           1057680                                           NM_001183801.1                                    75                                                8.00e-15                                          70/274                                            2136                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|CAALFM_C700430WA|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[146, 412, '70/274 (26%)', '132/274 (48%)', 75.5, '8e-15']]
NC_001143.9                                       853660                                            FRE2                                              9091                                              11226                                             NM_001179785.1                                    75                                                1.00e-14                                          106/438                                           2136                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|CAALFM_C700430WA|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[146, 557, '106/438 (24%)', '192/438 (44%)', 75.1, '1e-14']]
NC_001146.8                                       855797                                            FRE4                                              739951                                            742110                                            NM_001183237.1                                    74                                                2.00e-14                                          87/347                                            2160                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|CAALFM_C700430WA|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[146, 486, '87/347 (25%)', '163/347 (47%)', 74.3, '2e-14']]
NC_001135.5                                       850346                                            GBP2                                              102075                                            103358                                            NM_001178660.1                                    244                                               4.00e-77                                          140/343                                           1284                                              436                                               Query= 3637992|XP_019331019.1|chromosome NC_032095.1|GBP2|-1|72657|74331|N/A|436|No description available                                                                                                                                                                                                                                                                                                                                                                                                           [[93, 431, '140/343 (41%)', '209/343 (61%)', 244.0, '4e-77']]
NC_001146.8                                       855728                                            HRB1                                              622915                                            624621                                            NM_001182843.1                                    233                                               2.00e-72                                          139/351                                           1365                                              436                                               Query= 3637992|XP_019331019.1|chromosome NC_032095.1|GBP2|-1|72657|74331|N/A|436|No description available                                                                                                                                                                                                                                                                                                                                                                                                           [[86, 431, '139/351 (40%)', '188/351 (54%)', 233.0, '2e-72']]
NC_001135.5                                       850347                                            SGF29                                             103571                                            104350                                            NM_001178659.1                                    203                                               1.00e-65                                          121/260                                           780                                               265                                               Query= 3637991|XP_720366.1|chromosome NC_032095.1|CAALFM_C700450CA|-1|74656|75453|N/A|265|No description available                                                                                                                                                                                                                                                                                                                                                                                                  [[5, 263, '121/260 (47%)', '165/260 (63%)', 203.0, '1e-65']]
NC_001135.5                                       850353                                            YCL002C                                           110808                                            111675                                            NM_001178652.2                                    64                                                9.00e-13                                          74/252                                            792                                               240                                               Query= 3637990|XP_720365.1|chromosome NC_032095.1|CAALFM_C700460WA|1|75619|76341|N/A|240|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[8, 237, '74/252 (29%)', '132/252 (52%)', 64.3, '9e-13']]
NC_001135.5                                       850352                                            PGS1                                              109105                                            110670                                            NM_001178653.1                                    461                                               2.00e-159                                         246/507                                           1566                                              501                                               Query= 3637989|XP_720364.1|chromosome NC_032095.1|PEL1|-1|76424|77929|N/A|501|No description available                                                                                                                                                                                                                                                                                                                                                                                                              [[10, 501, '246/507 (49%)', '323/507 (64%)', 461.0, '2e-159']]
NC_001134.8                                       852564                                            TAE1                                              734832                                            735530                                            NM_001178609.1                                    275                                               9.00e-95                                          137/225                                           699                                               243                                               Query= 3637986|XP_720361.1|chromosome NC_032095.1|CAALFM_C700490CA|-1|81173|81904|N/A|243|No description available                                                                                                                                                                                                                                                                                                                                                                                                  [[19, 241, '137/225 (61%)', '171/225 (76%)', 275.0, '9e-95']]
NC_001134.8                                       852564                                            TAE1                                              734832                                            735530                                            NM_001178609.1                                    138                                               4.00e-42                                          78/156                                            699                                               156                                               Query= 3637987|XP_720362.1|chromosome NC_032095.1|CAALFM_C700500WA|1|81345|81815|N/A|156|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[1, 155, '78/156 (50%)', '96/156 (62%)', 138.0, '4e-42']]
NC_001135.5                                       850342                                            LEU2                                              91324                                             92418                                             NM_001178665.1                                    531                                               0.0                                               282/364                                           1095                                              373                                               Query= 3638034|3638034|chromosome NC_032095.1|LEU2_custom|1|64158|65279|1122|373|>XP_720371.1 3-isopropylmalate dehydrogenase [Candida albicans SC5314] [CUSTOM]                                                                                                                                                                                                                                                                                                                                                    [[6, 369, '282/364 (77%)', '318/364 (87%)', 531.0, '0.0']]
NC_001141.2                                       854714                                            LYS12                                             186517                                            187632                                            NM_001179442.1                                    108                                               4.00e-27                                          111/370                                           1116                                              373                                               Query= 3638034|3638034|chromosome NC_032095.1|LEU2_custom|1|64158|65279|1122|373|>XP_720371.1 3-isopropylmalate dehydrogenase [Candida albicans SC5314] [CUSTOM]                                                                                                                                                                                                                                                                                                                                                    [[4, 361, '111/370 (30%)', '184/370 (50%)', 108.0, '4e-27']]
NC_001147.6                                       854303                                            IDH2                                              580250                                            581359                                            NM_001183555.1                                    79                                                8.00e-17                                          95/360                                            1110                                              373                                               Query= 3638034|3638034|chromosome NC_032095.1|LEU2_custom|1|64158|65279|1122|373|>XP_720371.1 3-isopropylmalate dehydrogenase [Candida albicans SC5314] [CUSTOM]                                                                                                                                                                                                                                                                                                                                                    [[7, 361, '95/360 (26%)', '160/360 (44%)', 79.0, '8e-17']]
NC_001146.8                                       855691                                            IDH1                                              557920                                            559002                                            NM_001182876.1                                    67                                                6.00e-13                                          93/365                                            1083                                              373                                               Query= 3638034|3638034|chromosome NC_032095.1|LEU2_custom|1|64158|65279|1122|373|>XP_720371.1 3-isopropylmalate dehydrogenase [Candida albicans SC5314] [CUSTOM]                                                                                                                                                                                                                                                                                                                                                    [[7, 361, '93/365 (25%)', '162/365 (44%)', 67.4, '6e-13']]
