Total unique genes matched: 13
Unique genes (alphabetical order):
arg12 (2541050)
clr4 (2540825)
clr4 (9839843)
eca39 (2540831)
fep1 (2541522)
met17 (2540849)
mlg1 (2540846)
mob1 (2540845)
N/A (2540852)
N/A (2540972)
not2 (2538778)
pho4 (2540606)
rhb1 (2540853)

Unique genes matched on chromosome NC_001133.9: 2
Unique genes matched on chromosome NC_001134.8: 3
Unique genes matched on chromosome NC_001135.5: 1
Unique genes matched on chromosome NC_001136.10: 3
Unique genes matched on chromosome NC_001137.3: 3
Unique genes matched on chromosome NC_001138.5: 3
Unique genes matched on chromosome NC_001139.9: 3
Unique genes matched on chromosome NC_001140.6: 4
Unique genes matched on chromosome NC_001141.2: 1
Unique genes matched on chromosome NC_001142.9: 4
Unique genes matched on chromosome NC_001143.9: 2
Unique genes matched on chromosome NC_001144.5: 2
Unique genes matched on chromosome NC_001145.3: 1
Unique genes matched on chromosome NC_001146.8: 1
Unique genes matched on chromosome NC_001147.6: 2
Unique genes matched on chromosome NC_001148.4: 1

Chromosome                                        Gene ID                                           Gene Name                                         Start                                             End                                               Transcript ID                                     Score                                             E-value                                           Identities                                        Length                                            QLength                                           Query                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Coverage
NC_001147.6                                       854096                                            ARG1                                              219211                                            220473                                            NM_001183313.2                                    514                                               0.0                                               250/407                                           1263                                              410                                               Query= 2541050|NP_595183.1|chromosome II|arg12|-1|449439|451024|N/A|410|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[7, 407, '250/407 (61%)', '310/407 (76%)', 514.0, '0.0']]
NC_001140.6                                       856615                                            BAT1                                              517532                                            518713                                            NM_001179339.3                                    390                                               9.00e-135                                         187/366                                           1182                                              427                                               Query= 2540831|NP_595180.2|chromosome II|eca39|-1|442343|443935|N/A|427|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[59, 422, '187/366 (51%)', '251/366 (69%)', 390.0, '9e-135']]
NC_001136.10                                      851389                                            CDC36                                             164290                                            164865                                            NM_001180225.1                                    118                                               6.00e-33                                          68/191                                            576                                               306                                               Query= 2538778|NP_587823.2|chromosome II|not2|1|441535|442913|N/A|306|No description available                                                                                                                                                                                                                                                                                                                                                                                                                      [[128, 296, '68/191 (36%)', '108/191 (57%)', 118.0, '6e-33']]
NC_001142.9                                       853271                                            SET2                                              102227                                            104428                                            NM_001181601.2                                    93                                                9.00e-21                                          73/222                                            2202                                              490                                               Query= 2540825|NP_595186.1|chromosome II|clr4|-1|453995|458409|N/A|490|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[271, 490, '73/222 (33%)', '101/222 (45%)', 93.6, '9e-21']]
NC_001140.6                                       856519                                            SET1                                              346043                                            349285                                            NM_001179249.1                                    80                                                2.00e-16                                          52/165                                            3243                                              490                                               Query= 2540825|NP_595186.1|chromosome II|clr4|-1|453995|458409|N/A|490|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[326, 488, '52/165 (32%)', '78/165 (47%)', 80.5, '2e-16']]
NC_001142.9                                       853271                                            SET2                                              102227                                            104428                                            NM_001181601.2                                    93                                                9.00e-21                                          73/222                                            2202                                              490                                               Query= 9839843|NP_595186.1|chromosome II|clr4|-1|456574|458046|N/A|490|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[271, 490, '73/222 (33%)', '101/222 (45%)', 93.6, '9e-21']]
NC_001140.6                                       856519                                            SET1                                              346043                                            349285                                            NM_001179249.1                                    80                                                2.00e-16                                          52/165                                            3243                                              490                                               Query= 9839843|NP_595186.1|chromosome II|clr4|-1|456574|458046|N/A|490|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[326, 488, '52/165 (32%)', '78/165 (47%)', 80.5, '2e-16']]
NC_001144.5                                       851010                                            MET17                                             732542                                            733876                                            NM_001182191.1                                    509                                               0.0                                               276/433                                           1335                                              429                                               Query= 2540849|NP_595189.1|chromosome II|met17|1|465379|467246|N/A|429|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[7, 427, '276/433 (64%)', '333/433 (77%)', 509.0, '0.0']]
NC_001133.9                                       851221                                            CYS3                                              130799                                            131983                                            NM_001178157.1                                    155                                               1.00e-43                                          142/432                                           1185                                              429                                               Query= 2540849|NP_595189.1|chromosome II|met17|1|465379|467246|N/A|429|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[4, 429, '142/432 (33%)', '223/432 (52%)', 155.0, '1e-43']]
NC_001139.9                                       852691                                            STR3                                              154615                                            156012                                            NM_001181049.3                                    85                                                2.00e-18                                          101/396                                           1398                                              429                                               Query= 2540849|NP_595189.1|chromosome II|met17|1|465379|467246|N/A|429|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[55, 426, '101/396 (26%)', '162/396 (41%)', 85.5, '2e-18']]
NC_001137.3                                       856912                                            PAB1                                              510373                                            512106                                            NM_001179055.1                                    57                                                2.00e-11                                          34/106                                            1734                                              116                                               Query= 2540852|NP_595190.1|chromosome II|N/A|-1|467840|468923|N/A|116|No description available                                                                                                                                                                                                                                                                                                                                                                                                                      [[1, 101, '34/106 (32%)', '63/106 (59%)', 57.4, '2e-11']]
NC_001141.2                                       854700                                            MOB1                                              166415                                            167444                                            NM_001179454.1                                    202                                               3.00e-65                                          94/188                                            945                                               210                                               Query= 2540845|NP_595191.1|chromosome II|mob1|-1|469387|470162|N/A|210|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[21, 206, '94/188 (50%)', '132/188 (70%)', 202.0, '3e-65']]
NC_001138.5                                       850508                                            MOB2                                              63016                                             63993                                             NM_001179931.1                                    163                                               2.00e-50                                          74/180                                            864                                               210                                               Query= 2540845|NP_595191.1|chromosome II|mob1|-1|469387|470162|N/A|210|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[29, 208, '74/180 (41%)', '110/180 (61%)', 163.0, '2e-50']]
NC_001134.8                                       852330                                            CST26                                             320416                                            321609                                            NM_001178390.1                                    182                                               1.00e-54                                          107/325                                           1194                                              350                                               Query= 2540846|NP_595192.1|chromosome II|mlg1|1|470651|472139|N/A|350|No description available                                                                                                                                                                                                                                                                                                                                                                                                                      [[48, 335, '107/325 (33%)', '176/325 (54%)', 182.0, '1e-54']]
NC_001136.10                                      851581                                            MLG1                                              482670                                            483860                                            NM_001180326.1                                    173                                               2.00e-51                                          103/329                                           1191                                              350                                               Query= 2540846|NP_595192.1|chromosome II|mlg1|1|470651|472139|N/A|350|No description available                                                                                                                                                                                                                                                                                                                                                                                                                      [[12, 314, '103/329 (31%)', '182/329 (55%)', 173.0, '2e-51']]
NC_001139.9                                       853124                                            Unknown                                           913503                                            914738                                            NM_001181339.1                                    499                                               1.00e-177                                         248/407                                           1236                                              409                                               Query= 2540972|NP_595193.1|chromosome II|N/A|1|472116|473686|N/A|409|No description available                                                                                                                                                                                                                                                                                                                                                                                                                       [[1, 404, '248/407 (61%)', '301/407 (74%)', 499.0, '1e-177']]
NC_001134.8                                       852313                                            OLA1                                              290681                                            291865                                            NM_001178373.1                                    66                                                2.00e-12                                          52/149                                            1185                                              409                                               Query= 2540972|NP_595193.1|chromosome II|N/A|1|472116|473686|N/A|409|No description available                                                                                                                                                                                                                                                                                                                                                                                                                       [[2, 144, '52/149 (35%)', '71/149 (48%)', 66.2, '2e-12']]
NC_001135.5                                       850392                                            RHB1                                              167370                                            167999                                            NM_001178742.1                                    154                                               2.00e-48                                          75/175                                            630                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[7, 169, '75/175 (43%)', '120/175 (69%)', 154.0, '2e-48']]
NC_001146.8                                       855625                                            RAS2                                              439602                                            440570                                            NM_001182936.1                                    118                                               5.00e-33                                          59/142                                            969                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[19, 160, '59/142 (42%)', '91/142 (64%)', 118.0, '5e-33']]
NC_001139.9                                       853056                                            RSR1                                              794674                                            795492                                            NM_001181281.3                                    115                                               3.00e-32                                          56/165                                            819                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[4, 167, '56/165 (34%)', '105/165 (64%)', 115.0, '3e-32']]
NC_001147.6                                       854268                                            RAS1                                              515244                                            516173                                            NM_001183520.1                                    112                                               5.00e-31                                          61/163                                            930                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[2, 164, '61/163 (37%)', '104/163 (64%)', 112.0, '5e-31']]
NC_001138.5                                       850543                                            SEC4                                              130334                                            130981                                            NM_001179961.1                                    94                                                1.00e-24                                          57/177                                            648                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 180, '57/177 (32%)', '100/177 (56%)', 94.0, '1e-24']]
NC_001137.3                                       856753                                            YPT31                                             214076                                            214747                                            NM_001178922.1                                    89                                                6.00e-23                                          57/161                                            672                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 167, '57/161 (35%)', '89/161 (55%)', 89.7, '6e-23']]
NC_001138.5                                       850505                                            YPT1                                              55366                                             55986                                             NM_001179928.1                                    83                                                9.00e-21                                          51/163                                            621                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 169, '51/163 (31%)', '88/163 (54%)', 83.6, '9e-21']]
NC_001139.9                                       852662                                            YPT32                                             93792                                             94460                                             NM_001181075.1                                    79                                                7.00e-19                                          57/167                                            669                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 165, '57/167 (34%)', '90/167 (54%)', 79.0, '7e-19']]
NC_001145.3                                       855012                                            YPT7                                              267174                                            267800                                            NM_001182356.1                                    76                                                4.00e-18                                          56/163                                            627                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 163, '56/163 (34%)', '84/163 (52%)', 76.6, '4e-18']]
NC_001144.5                                       850966                                            YPT6                                              668244                                            668891                                            NM_001182149.1                                    76                                                4.00e-18                                          55/174                                            648                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 178, '55/174 (32%)', '87/174 (50%)', 76.6, '4e-18']]
NC_001144.5                                       850930                                            CDC42                                             604212                                            604787                                            NM_001182116.1                                    74                                                2.00e-17                                          51/181                                            576                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[4, 168, '51/181 (28%)', '86/181 (48%)', 74.3, '2e-17']]
NC_001147.6                                       854256                                            VPS21                                             490196                                            490828                                            NM_001183508.1                                    73                                                6.00e-17                                          52/162                                            633                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[4, 160, '52/162 (32%)', '85/162 (52%)', 73.6, '6e-17']]
NC_001146.8                                       855631                                            YPT53                                             449868                                            450530                                            NM_001182931.3                                    73                                                8.00e-17                                          51/168                                            663                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[3, 163, '51/168 (30%)', '88/168 (52%)', 73.2, '8e-17']]
NC_001143.9                                       853929                                            RHO4                                              548216                                            549091                                            NM_001179845.3                                    71                                                8.00e-16                                          54/163                                            876                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 164, '54/163 (33%)', '80/163 (49%)', 71.6, '8e-16']]
NC_001143.9                                       853884                                            YPT52                                             465367                                            466071                                            NM_001179804.1                                    65                                                1.00e-13                                          55/185                                            705                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 163, '55/185 (30%)', '85/185 (46%)', 65.1, '1e-13']]
NC_001148.4                                       856294                                            RHO1                                              875368                                            875997                                            NM_001184262.1                                    63                                                2.00e-13                                          44/168                                            630                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[7, 161, '44/168 (26%)', '81/168 (48%)', 63.9, '2e-13']]
