Total unique genes matched: 12
Unique genes (alphabetical order):
arg12 (2541050)
clr4 (9839843)
clr4_custom (2540825)
eca39 (2540831)
fep1 (2541522)
met17 (2540849)
mlg1 (2540846)
mob1 (2540845)
N/A (2540972)
not2 (2538778)
pho4 (2540606)
rhb1 (2540853)

Unique genes matched on chromosome NC_032089.1: 7
Unique genes matched on chromosome NC_032090.1: 5
Unique genes matched on chromosome NC_032091.1: 2
Unique genes matched on chromosome NC_032092.1: 3
Unique genes matched on chromosome NC_032093.1: 1
Unique genes matched on chromosome NC_032094.1: 3
Unique genes matched on chromosome NC_032096.1: 5

Chromosome                                        Gene ID                                           Gene Name                                         Start                                             End                                               Transcript ID                                     Score                                             E-value                                           Identities                                        Length                                            QLength                                           Query                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Coverage
NC_032096.1                                       3639691                                           ARG1                                              149870                                            151120                                            XM_713534.2                                       533                                               0.0                                               261/402                                           1251                                              410                                               Query= 2541050|NP_595183.1|chromosome II|arg12|-1|449439|451024|N/A|410|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[7, 406, '261/402 (65%)', '315/402 (78%)', 533.0, '0.0']]
NC_032090.1                                       3643923                                           SET2                                              2109181                                           2111715                                           XM_709308.1                                       71                                                1.00e-13                                          54/186                                            2535                                              490                                               Query= 9839843|NP_595186.1|chromosome II|clr4|-1|456574|458046|N/A|490|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[306, 490, '54/186 (29%)', '84/186 (45%)', 71.2, '1e-13']]
NC_032092.1                                       3645031                                           MET15                                             30660                                             31982                                             XM_708233.2                                       484                                               5.00e-171                                         269/432                                           1323                                              429                                               Query= 2540849|NP_595189.1|chromosome II|met17|1|465379|467246|N/A|429|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[7, 427, '269/432 (62%)', '326/432 (75%)', 484.0, '5e-171']]
NC_032096.1                                       3642081                                           CYS3                                              1805596                                           1806795                                           XM_711148.2                                       155                                               9.00e-44                                          141/440                                           1200                                              429                                               Query= 2540849|NP_595189.1|chromosome II|met17|1|465379|467246|N/A|429|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[1, 429, '141/440 (32%)', '215/440 (49%)', 155.0, '9e-44']]
NC_032090.1                                       3638822                                           Unknown                                           55482                                             56696                                             XM_714445.1                                       130                                               2.00e-34                                          113/375                                           1215                                              429                                               Query= 2540849|NP_595189.1|chromosome II|met17|1|465379|467246|N/A|429|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[55, 426, '113/375 (30%)', '177/375 (47%)', 130.0, '2e-34']]
NC_032094.1                                       3639208                                           MOB1                                              528273                                            529094                                            XM_714000.1                                       223                                               7.00e-74                                          100/200                                           822                                               210                                               Query= 2540845|NP_595191.1|chromosome II|mob1|-1|469387|470162|N/A|210|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[21, 210, '100/200 (50%)', '139/200 (70%)', 223.0, '7e-74']]
NC_032089.1                                       3639381                                           MOB2                                              103868                                            104809                                            XM_713913.1                                       145                                               3.00e-43                                          68/180                                            942                                               210                                               Query= 2540845|NP_595191.1|chromosome II|mob1|-1|469387|470162|N/A|210|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[29, 208, '68/180 (38%)', '105/180 (58%)', 145.0, '3e-43']]
NC_032094.1                                       3644024                                           Unknown                                           251632                                            252873                                            XM_709250.1                                       158                                               2.00e-45                                          112/399                                           1242                                              350                                               Query= 2540846|NP_595192.1|chromosome II|mlg1|1|470651|472139|N/A|350|No description available                                                                                                                                                                                                                                                                                                                                                                                                                      [[5, 346, '112/399 (28%)', '200/399 (50%)', 158.0, '2e-45']]
NC_032089.1                                       3634845                                           Unknown                                           2148118                                           2149359                                           XM_718439.1                                       456                                               2.00e-160                                         226/407                                           1242                                              409                                               Query= 2540972|NP_595193.1|chromosome II|N/A|1|472116|473686|N/A|409|No description available                                                                                                                                                                                                                                                                                                                                                                                                                       [[1, 404, '226/407 (56%)', '299/407 (73%)', 456.0, '2e-160']]
NC_032089.1                                       3634846                                           Unknown                                           2148315                                           2148767                                           XM_718440.1                                       177                                               6.00e-55                                          82/150                                            453                                               409                                               Query= 2540972|NP_595193.1|chromosome II|N/A|1|472116|473686|N/A|409|No description available                                                                                                                                                                                                                                                                                                                                                                                                                       [[67, 216, '82/150 (55%)', '103/150 (69%)', 177.0, '6e-55']]
NC_032094.1                                       3645982                                           Unknown                                           991302                                            992492                                            XM_707310.2                                       70                                                1.00e-13                                          41/121                                            1191                                              409                                               Query= 2540972|NP_595193.1|chromosome II|N/A|1|472116|473686|N/A|409|No description available                                                                                                                                                                                                                                                                                                                                                                                                                       [[1, 115, '41/121 (34%)', '64/121 (53%)', 70.1, '1e-13']]
NC_032089.1                                       3644781                                           YBN5                                              1015786                                           1016976                                           XM_708471.2                                       62                                                3.00e-11                                          42/115                                            1191                                              409                                               Query= 2540972|NP_595193.1|chromosome II|N/A|1|472116|473686|N/A|409|No description available                                                                                                                                                                                                                                                                                                                                                                                                                       [[2, 115, '42/115 (37%)', '62/115 (54%)', 62.8, '3e-11']]
NC_032091.1                                       3635232                                           RHB1                                              1126468                                           1127022                                           XM_718111.1                                       235                                               2.00e-80                                          106/181                                           555                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[4, 184, '106/181 (59%)', '141/181 (78%)', 235.0, '2e-80']]
NC_032090.1                                       3643927                                           RAS1                                              2096599                                           2097471                                           XM_709312.2                                       129                                               1.00e-37                                          61/151                                            873                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[19, 169, '61/151 (40%)', '97/151 (64%)', 129.0, '1e-37']]
NC_032096.1                                       3640145                                           RSR1                                              465453                                            466273                                            XM_019475518.1                                    108                                               1.00e-29                                          54/153                                            747                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[19, 170, '54/153 (35%)', '97/153 (63%)', 108.0, '1e-29']]
NC_032096.1                                       3640119                                           SEC4                                              397246                                            397878                                            XM_713144.1                                       93                                                2.00e-24                                          56/164                                            633                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 170, '56/164 (34%)', '91/164 (55%)', 93.2, '2e-24']]
NC_032089.1                                       3636915                                           YPT1                                              738229                                            738852                                            XM_716457.2                                       82                                                4.00e-20                                          50/164                                            624                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 170, '50/164 (30%)', '86/164 (52%)', 82.0, '4e-20']]
NC_032096.1                                       3647999                                           YPT31                                             1627966                                           1628634                                           XM_705303.2                                       79                                                3.00e-19                                          54/161                                            669                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 167, '54/161 (34%)', '83/161 (52%)', 79.7, '3e-19']]
NC_032096.1                                       3642092                                           VPS21                                             1758278                                           1758928                                           XM_709123.1                                       78                                                1.00e-18                                          61/184                                            651                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[2, 167, '61/184 (33%)', '91/184 (49%)', 78.2, '1e-18']]
NC_032090.1                                       3643448                                           RHO3                                              1043453                                           1044176                                           XM_019475228.1                                    75                                                1.00e-17                                          61/200                                            633                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[7, 184, '61/200 (31%)', '93/200 (47%)', 75.5, '1e-17']]
NC_032089.1                                       3646488                                           CDC42                                             1856784                                           1857359                                           XM_706785.2                                       74                                                2.00e-17                                          50/181                                            576                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[4, 168, '50/181 (28%)', '89/181 (49%)', 74.7, '2e-17']]
NC_032096.1                                       3645263                                           Unknown                                           1391227                                           1391886                                           XM_707981.1                                       66                                                3.00e-14                                          55/165                                            660                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[4, 163, '55/165 (33%)', '88/165 (53%)', 66.6, '3e-14']]
NC_032096.1                                       3642564                                           RHO1                                              653851                                            654447                                            XM_710681.1                                       64                                                9.00e-14                                          45/170                                            597                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[7, 161, '45/170 (26%)', '81/170 (48%)', 64.7, '9e-14']]
NC_032089.1                                       3643346                                           YPT52                                             3105687                                           3106352                                           XM_709924.1                                       63                                                4.00e-13                                          55/166                                            666                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 163, '55/166 (33%)', '81/166 (49%)', 63.5, '4e-13']]
NC_032090.1                                       3643523                                           YPT72                                             1417595                                           1418248                                           XM_709742.2                                       61                                                2.00e-12                                          48/167                                            654                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[8, 163, '48/167 (29%)', '78/167 (47%)', 61.2, '2e-12']]
NC_032091.1                                       3635211                                           RAS2                                              934439                                            935401                                            XM_718023.1                                       59                                                2.00e-11                                          49/167                                            963                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[2, 163, '49/167 (29%)', '83/167 (50%)', 59.7, '2e-11']]
NC_032089.1                                       3639508                                           RAC1                                              1440080                                           1440790                                           XM_713733.2                                       57                                                6.00e-11                                          50/177                                            711                                               185                                               Query= 2540853|NP_595194.1|chromosome II|rhb1|-1|473669|474496|N/A|185|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[19, 181, '50/177 (28%)', '78/177 (44%)', 57.4, '6e-11']]
NC_032089.1                                       3639280                                           SET1                                              194676                                            197798                                            XM_713878.1                                       76                                                3.00e-15                                          49/165                                            3123                                              490                                               Query= 2540825|2540825|chromosome II|clr4_custom|1|453996|458410|4415|490|>clr4 histone lysine H3-K9 methyltransferase (Suv39) Clr4 [ Schizosaccharomyces pombe (fission yeast) ] [CUSTOM]                                                                                                                                                                                                                                                                                                                          [[326, 488, '49/165 (30%)', '80/165 (48%)', 76.6, '3e-15']]
NC_032090.1                                       3643923                                           SET2                                              2109181                                           2111715                                           XM_709308.1                                       71                                                1.00e-13                                          54/186                                            2535                                              490                                               Query= 2540825|2540825|chromosome II|clr4_custom|1|453996|458410|4415|490|>clr4 histone lysine H3-K9 methyltransferase (Suv39) Clr4 [ Schizosaccharomyces pombe (fission yeast) ] [CUSTOM]                                                                                                                                                                                                                                                                                                                          [[306, 490, '54/186 (29%)', '84/186 (45%)', 71.2, '1e-13']]
