Total unique genes matched: 16
Unique genes (alphabetical order):
bet3 (2543570)
cdc5 (2543583)
gpi12 (2543490)
kin1 (2540792)
leu3 (2541003)
mak5 (2540874)
mrpl9 (2543386)
N/A (2543658)
N/A (9845277)
pkp1 (2543651)
rad51 (2543580)
rhp51 (9844570)
rna15 (2543462)
rpl2502 (2540851)
rpp101 (2543217)
str1 (2540217)

Unique genes matched on chromosome NC_001133.9: 1
Unique genes matched on chromosome NC_001134.8: 4
Unique genes matched on chromosome NC_001135.5: 2
Unique genes matched on chromosome NC_001136.10: 6
Unique genes matched on chromosome NC_001137.3: 4
Unique genes matched on chromosome NC_001138.5: 3
Unique genes matched on chromosome NC_001139.9: 5
Unique genes matched on chromosome NC_001140.6: 4
Unique genes matched on chromosome NC_001141.2: 2
Unique genes matched on chromosome NC_001142.9: 3
Unique genes matched on chromosome NC_001143.9: 5
Unique genes matched on chromosome NC_001144.5: 3
Unique genes matched on chromosome NC_001145.3: 5
Unique genes matched on chromosome NC_001146.8: 4
Unique genes matched on chromosome NC_001147.6: 6
Unique genes matched on chromosome NC_001148.4: 3

Chromosome                                        Gene ID                                           Gene Name                                         Start                                             End                                               Transcript ID                                     Score                                             E-value                                           Identities                                        Length                                            QLength                                           Query                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Coverage
NC_001145.3                                       855253                                            CEF1                                              693381                                            695153                                            NM_001182720.1                                    236                                               4.00e-69                                          127/263                                           1773                                              757                                               Query= 2543583|NP_593880.1|chromosome I|cdc5|1|2694698|2697429|N/A|757|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[2, 261, '127/263 (48%)', '178/263 (68%)', 236.0, '4e-69']]
NC_001136.10                                      852088                                            SNF1                                              1412373                                           1414274                                           NM_001180785.3                                    229                                               3.00e-65                                          109/274                                           1902                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[122, 395, '109/274 (40%)', '169/274 (62%)', 229.0, '3e-65']]
NC_001143.9                                       853760                                            HSL1                                              248920                                            253476                                            NM_001179667.2                                    213                                               2.00e-57                                          116/324                                           4557                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[100, 405, '116/324 (36%)', '184/324 (57%)', 213.0, '2e-57']]
NC_001135.5                                       850334                                            KCC4                                              79162                                             82275                                             NM_001178670.1                                    195                                               5.00e-52                                          101/283                                           3114                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[122, 400, '101/283 (36%)', '169/283 (60%)', 195.0, '5e-52']]
NC_001136.10                                      852119                                            GIN4                                              1462358                                           1465786                                           NM_001180815.3                                    190                                               3.00e-50                                          101/285                                           3429                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[115, 395, '101/285 (35%)', '163/285 (57%)', 190.0, '3e-50']]
NC_001148.4                                       855962                                            FRK1                                              283464                                            286061                                            NM_001183955.1                                    167                                               4.00e-43                                          95/302                                            2598                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[113, 395, '95/302 (31%)', '155/302 (51%)', 167.0, '4e-43']]
NC_001148.4                                       855953                                            Unknown                                           268188                                            270893                                            NM_001183964.1                                    163                                               9.00e-42                                          91/278                                            2706                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[122, 395, '91/278 (33%)', '143/278 (51%)', 163.0, '9e-42']]
NC_001147.6                                       854408                                            KIN4                                              775846                                            778248                                            NM_001183652.1                                    160                                               3.00e-41                                          92/296                                            2403                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[114, 395, '92/296 (31%)', '154/296 (52%)', 160.0, '3e-41']]
NC_001148.4                                       855950                                            RAD53                                             261727                                            264192                                            NM_001183967.1                                    157                                               5.00e-40                                          91/288                                            2466                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[126, 395, '91/288 (32%)', '148/288 (51%)', 157.0, '5e-40']]
NC_001136.10                                      851457                                            DUN1                                              280307                                            281848                                            NM_001180160.1                                    145                                               2.00e-37                                          95/319                                            1542                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[125, 414, '95/319 (30%)', '152/319 (48%)', 145.0, '2e-37']]
NC_001148.4                                       855892                                            IPL1                                              156490                                            157593                                            NM_001184023.1                                    142                                               2.00e-37                                          98/351                                            1104                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[56, 398, '98/351 (28%)', '179/351 (51%)', 142.0, '2e-37']]
NC_001142.9                                       853275                                            TPK1                                              109966                                            111159                                            NM_001181597.2                                    140                                               1.00e-36                                          81/285                                            1194                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[122, 395, '81/285 (28%)', '139/285 (49%)', 140.0, '1e-36']]
NC_001147.6                                       854144                                            CMK2                                              294777                                            296120                                            NM_001183270.1                                    141                                               3.00e-36                                          92/284                                            1344                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[124, 395, '92/284 (32%)', '142/284 (50%)', 141.0, '3e-36']]
NC_001148.4                                       855898                                            TPK2                                              166256                                            167398                                            NM_001184017.1                                    136                                               2.00e-35                                          77/279                                            1143                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[122, 395, '77/279 (28%)', '138/279 (49%)', 136.0, '2e-35']]
NC_001138.5                                       850568                                            CMK1                                              172537                                            173877                                            NM_001179979.2                                    137                                               4.00e-35                                          89/286                                            1341                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[125, 396, '89/286 (31%)', '138/286 (48%)', 137.0, '4e-35']]
NC_001134.8                                       852169                                            PKC1                                              14241                                             17696                                             NM_001178345.2                                    138                                               1.00e-33                                          97/325                                            3456                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[84, 395, '97/325 (30%)', '155/325 (48%)', 138.0, '1e-33']]
NC_001143.9                                       853688                                            TPK3                                              134509                                            135705                                            NM_001179732.1                                    130                                               3.00e-33                                          73/279                                            1197                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[122, 395, '73/279 (26%)', '136/279 (49%)', 130.0, '3e-33']]
NC_001145.3                                       855130                                            YPK2                                              473420                                            475453                                            NM_001182604.1                                    130                                               7.00e-32                                          92/334                                            2034                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[70, 395, '92/334 (28%)', '160/334 (48%)', 130.0, '7e-32']]
NC_001143.9                                       853733                                            YPK1                                              205707                                            207749                                            NM_001179692.1                                    130                                               1.00e-31                                          96/329                                            2043                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[110, 424, '96/329 (29%)', '155/329 (47%)', 130.0, '1e-31']]
NC_001140.6                                       856382                                            STE20                                             95118                                             97937                                             NM_001179087.1                                    130                                               2.00e-31                                          85/287                                            2820                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[131, 408, '85/287 (30%)', '143/287 (50%)', 130.0, '2e-31']]
NC_001145.3                                       855013                                            CDC5                                              269019                                            271136                                            NM_001182497.1                                    126                                               2.00e-30                                          68/214                                            2118                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[187, 395, '68/214 (32%)', '120/214 (56%)', 126.0, '2e-30']]
NC_001140.6                                       856612                                            SCH9                                              509363                                            511837                                            NM_001179336.1                                    126                                               3.00e-30                                          72/238                                            2475                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[201, 432, '72/238 (30%)', '126/238 (53%)', 126.0, '3e-30']]
NC_001147.6                                       854053                                            PKH2                                              129237                                            132482                                            NM_001183354.1                                    125                                               1.00e-29                                          74/291                                            3246                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[119, 395, '74/291 (25%)', '133/291 (46%)', 125.0, '1e-29']]
NC_001134.8                                       852577                                            CHK1                                              749594                                            751177                                            NM_001178622.1                                    120                                               6.00e-29                                          95/314                                            1584                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[122, 422, '95/314 (30%)', '156/314 (50%)', 120.0, '6e-29']]
NC_001139.9                                       852719                                            RCK1                                              207033                                            208571                                            NM_001181023.1                                    120                                               7.00e-29                                          84/304                                            1539                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[122, 395, '84/304 (28%)', '147/304 (48%)', 120.0, '7e-29']]
NC_001136.10                                      852101                                            PKH1                                              1431968                                           1434268                                           NM_001180798.3                                    119                                               4.00e-28                                          75/290                                            2301                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[122, 395, '75/290 (26%)', '135/290 (47%)', 119.0, '4e-28']]
NC_001146.8                                       855418                                            CLA4                                              68915                                             71443                                             NM_001183136.1                                    116                                               4.00e-27                                          68/206                                            2529                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[199, 392, '68/206 (33%)', '113/206 (55%)', 116.0, '4e-27']]
NC_001144.5                                       851076                                            STE11                                             849866                                            852019                                            NM_001182251.1                                    114                                               2.00e-26                                          85/302                                            2154                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[124, 395, '85/302 (28%)', '136/302 (45%)', 114.0, '2e-26']]
NC_001142.9                                       853350                                            BCK1                                              247255                                            251691                                            NM_001181528.1                                    113                                               5.00e-26                                          80/285                                            4437                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[125, 394, '80/285 (28%)', '133/285 (47%)', 113.0, '5e-26']]
NC_001139.9                                       852696                                            TOS3                                              163409                                            165091                                            NM_001181044.3                                    111                                               7.00e-26                                          92/318                                            1683                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[115, 396, '92/318 (29%)', '145/318 (46%)', 111.0, '7e-26']]
NC_001140.6                                       856502                                            KIC1                                              316572                                            319814                                            NM_001179232.1                                    112                                               1.00e-25                                          81/287                                            3243                                              891                                               Query= 2540792|NP_596106.1|chromosome I|kin1|1|2694331|2698127|N/A|891|No description available                                                                                                                                                                                                                                                                                                                                                                                                                     [[129, 409, '81/287 (28%)', '144/287 (50%)', 112.0, '1e-25']]
