Total unique genes matched: 19
Unique genes (alphabetical order):
akr7 (2539165)
apn1 (2538794)
atg6 (3361548)
emc4 (2539075)
epe1 (2539481)
gdh1 (2539147)
gst4 (2539028)
hta1 (2539499)
htb1 (2539523)
N/A (2539076)
N/A (2539181)
nnr2 (2539500)
ole1 (2538753)
rpl6 (2539372)
rsc7 (2538836)
sla1 (2541530)
spt3 (2539570)
str2 (2539559)
tti1 (2539480)

Unique genes matched on chromosome NC_001133.9: 1
Unique genes matched on chromosome NC_001134.8: 2
Unique genes matched on chromosome NC_001135.5: 1
Unique genes matched on chromosome NC_001136.10: 5
Unique genes matched on chromosome NC_001137.3: 3
Unique genes matched on chromosome NC_001138.5: 1
Unique genes matched on chromosome NC_001139.9: 4
Unique genes matched on chromosome NC_001140.6: 1
Unique genes matched on chromosome NC_001141.2: 1
Unique genes matched on chromosome NC_001143.9: 5
Unique genes matched on chromosome NC_001144.5: 1
Unique genes matched on chromosome NC_001145.3: 3
Unique genes matched on chromosome NC_001146.8: 1
Unique genes matched on chromosome NC_001147.6: 3
Unique genes matched on chromosome NC_001148.4: 2

Chromosome                                        Gene ID                                           Gene Name                                         Start                                             End                                               Transcript ID                                     Score                                             E-value                                           Identities                                        Length                                            QLength                                           Query                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Coverage
NC_001139.9                                       852620                                            EMC4                                              63048                                             63620                                             NM_001181097.1                                    110                                               3.00e-31                                          66/153                                            573                                               193                                               Query= 2539075|NP_588167.1|chromosome III|emc4|-1|1383702|1384974|N/A|193|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[26, 176, '66/153 (43%)', '87/153 (57%)', 110.0, '3e-31']]
NC_001136.10                                      851509                                            LHP1                                              363952                                            364779                                            NM_001180110.1                                    132                                               2.00e-37                                          85/216                                            828                                               298                                               Query= 2541530|NP_593315.1|chromosome III|sla1|-1|1382407|1383547|N/A|298|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[67, 263, '85/216 (39%)', '128/216 (59%)', 132.0, '2e-37']]
NC_001136.10                                      851810                                            HTB1                                              914317                                            914712                                            NM_001180532.3                                    183                                               9.00e-62                                          88/100                                            396                                               126                                               Query= 2539523|NP_588181.1|chromosome III|htb1|1|1412358|1413676|N/A|126|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[27, 126, '88/100 (88%)', '94/100 (94%)', 183.0, '9e-62']]
NC_001134.8                                       852284                                            HTB2                                              236492                                            236887                                            NM_001178242.1                                    182                                               2.00e-61                                          88/100                                            396                                               126                                               Query= 2539523|NP_588181.1|chromosome III|htb1|1|1412358|1413676|N/A|126|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[27, 126, '88/100 (88%)', '94/100 (94%)', 182.0, '2e-61']]
NC_001148.4                                       855983                                            VPS30                                             322071                                            323744                                            NM_001183934.1                                    93                                                6.00e-21                                          76/265                                            1674                                              464                                               Query= 3361548|NP_001342824.1|chromosome III|atg6|-1|1418899|1420481|N/A|464|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[245, 457, '76/265 (29%)', '124/265 (47%)', 93.6, '6e-21']]
NC_001133.9                                       851237                                            GDH3                                              31567                                             32940                                             NM_001178204.1                                    528                                               0.0                                               276/454                                           1374                                              451                                               Query= 2539147|NP_588184.1|chromosome III|gdh1|-1|1419130|1421202|N/A|451|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[6, 449, '276/454 (61%)', '334/454 (74%)', 528.0, '0.0']]
NC_001147.6                                       854557                                            GDH1                                              1041678                                           1043042                                           NM_001183795.3                                    526                                               0.0                                               275/453                                           1365                                              451                                               Query= 2539147|NP_588184.1|chromosome III|gdh1|-1|1419130|1421202|N/A|451|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[6, 449, '275/453 (61%)', '335/453 (74%)', 526.0, '0.0']]
NC_001143.9                                       853834                                            TTI1                                              375456                                            378572                                            NM_001179599.1                                    65                                                5.00e-11                                          40/157                                            3117                                              1098                                              Query= 2539480|NP_588185.1|chromosome III|tti1|-1|1421145|1425866|N/A|1098|No description available                                                                                                                                                                                                                                                                                                                                                                                                                 [[568, 721, '40/157 (25%)', '81/157 (52%)', 65.1, '5e-11']]
NC_001136.10                                      851372                                            GCS1                                              51115                                             52173                                             NM_001180286.1                                    180                                               1.00e-54                                          104/300                                           1059                                              321                                               Query= 2539181|NP_588186.2|chromosome III|N/A|1|1427048|1429462|N/A|321|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[4, 275, '104/300 (35%)', '153/300 (51%)', 180.0, '1e-54']]
NC_001146.8                                       855517                                            SPS18                                             258375                                            259277                                            NM_001183042.1                                    97                                                5.00e-24                                          63/260                                            903                                               321                                               Query= 2539181|NP_588186.2|chromosome III|N/A|1|1427048|1429462|N/A|321|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[14, 263, '63/260 (24%)', '121/260 (47%)', 97.8, '5e-24']]
NC_001137.3                                       856859                                            GLO3                                              402871                                            404352                                            NM_001179012.1                                    79                                                4.00e-17                                          29/70                                             1482                                              321                                               Query= 2539181|NP_588186.2|chromosome III|N/A|1|1427048|1429462|N/A|321|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[13, 82, '29/70 (41%)', '43/70 (61%)', 79.7, '4e-17']]
NC_001141.2                                       854767                                            AGE2                                              272950                                            273846                                            NM_001179394.3                                    75                                                4.00e-16                                          40/118                                            897                                               321                                               Query= 2539181|NP_588186.2|chromosome III|N/A|1|1427048|1429462|N/A|321|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[5, 120, '40/118 (34%)', '66/118 (56%)', 75.5, '4e-16']]
NC_001137.3                                       856777                                            JHD1                                              254656                                            256134                                            NM_001178942.1                                    140                                               7.00e-36                                          89/284                                            1479                                              948                                               Query= 2539481|NP_588188.1|chromosome III|epe1|-1|1431047|1435040|N/A|948|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[169, 441, '89/284 (31%)', '145/284 (51%)', 140.0, '7e-36']]
NC_001143.9                                       853746                                            APN1                                              223352                                            224455                                            NM_001179680.1                                    292                                               1.00e-97                                          143/311                                           1104                                              349                                               Query= 2538794|NP_001417975.1|chromosome III|apn1|1|1435152|1436648|N/A|349|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[2, 308, '143/311 (46%)', '201/311 (65%)', 292.0, '1e-97']]
NC_001140.6                                       856338                                            ARN2                                              8351                                              10213                                             NM_001179127.2                                    167                                               3.00e-45                                          144/604                                           1863                                              597                                               Query= 2539559|NP_588192.1|chromosome III|str2|-1|1435211|1442014|N/A|597|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[3, 587, '144/604 (24%)', '280/604 (46%)', 167.0, '3e-45']]
NC_001137.3                                       856644                                            SIT1                                              27657                                             29543                                             NM_001178880.3                                    164                                               6.00e-44                                          134/556                                           1887                                              597                                               Query= 2539559|NP_588192.1|chromosome III|str2|-1|1435211|1442014|N/A|597|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[44, 584, '134/556 (24%)', '266/556 (48%)', 164.0, '6e-44']]
NC_001140.6                                       856345                                            ARN1                                              19088                                             20971                                             NM_001179120.1                                    150                                               3.00e-39                                          143/589                                           1884                                              597                                               Query= 2539559|NP_588192.1|chromosome III|str2|-1|1435211|1442014|N/A|597|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[8, 584, '143/589 (24%)', '266/589 (45%)', 150.0, '3e-39']]
NC_001147.6                                       854007                                            ENB1                                              19491                                             21311                                             NM_001183411.1                                    138                                               3.00e-35                                          136/594                                           1821                                              597                                               Query= 2539559|NP_588192.1|chromosome III|str2|-1|1435211|1442014|N/A|597|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[17, 589, '136/594 (23%)', '268/594 (45%)', 138.0, '3e-35']]
NC_001135.5                                       850289                                            GEX1                                              6479                                              8326                                              NM_001178711.1                                    137                                               8.00e-35                                          118/518                                           1848                                              597                                               Query= 2539559|NP_588192.1|chromosome III|str2|-1|1435211|1442014|N/A|597|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[73, 583, '118/518 (23%)', '248/518 (48%)', 137.0, '8e-35']]
NC_001143.9                                       853981                                            GEX2                                              661442                                            663289                                            NM_001179896.1                                    133                                               1.00e-33                                          116/518                                           1848                                              597                                               Query= 2539559|NP_588192.1|chromosome III|str2|-1|1435211|1442014|N/A|597|No description available                                                                                                                                                                                                                                                                                                                                                                                                                  [[73, 583, '116/518 (22%)', '247/518 (48%)', 133.0, '1e-33']]
NC_001144.5                                       851169                                            RPL6B                                             1028854                                           1029768                                           NM_001182336.1                                    195                                               2.00e-64                                          108/177                                           531                                               195                                               Query= 2539372|NP_588190.1|chromosome III|rpl6|1|1437122|1438009|N/A|195|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[20, 195, '108/177 (61%)', '127/177 (72%)', 195.0, '2e-64']]
NC_001145.3                                       854902                                            RPL6A                                             123227                                            124172                                            NM_001182432.1                                    187                                               2.00e-61                                          103/177                                           531                                               195                                               Query= 2539372|NP_588190.1|chromosome III|rpl6|1|1437122|1438009|N/A|195|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[20, 195, '103/177 (58%)', '127/177 (72%)', 187.0, '2e-61']]
NC_001136.10                                      852001                                            SPT3                                              1258696                                           1259709                                           NM_001180700.1                                    263                                               3.00e-87                                          150/332                                           1014                                              307                                               Query= 2539570|NP_588193.1|chromosome III|spt3|1|1442953|1444599|N/A|307|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[9, 307, '150/332 (45%)', '207/332 (62%)', 263.0, '3e-87']]
NC_001143.9                                       853706                                            NNR2                                              164917                                            165930                                            NM_001179717.1                                    229                                               9.00e-74                                          136/322                                           1014                                              327                                               Query= 2539500|NP_588194.1|chromosome III|nnr2|1|1444488|1445881|N/A|327|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[16, 314, '136/322 (42%)', '185/322 (57%)', 229.0, '9e-74']]
NC_001139.9                                       853082                                            YIP1                                              842845                                            843591                                            NM_001181301.3                                    152                                               2.00e-46                                          89/196                                            747                                               227                                               Query= 2539076|NP_588195.1|chromosome III|N/A|-1|1446213|1447571|N/A|227|No description available                                                                                                                                                                                                                                                                                                                                                                                                                   [[39, 225, '89/196 (45%)', '120/196 (61%)', 152.0, '2e-46']]
